ronin_address	Ronin Address	name	average_per_day	unclaimed	claimed	total_slp	last_claim_days	last_claim_date	claimable_on	manager_share	scholar_share	manager_slp	scholar_slp	mmr	rank
ronin:18fdd60c4666927dd212e47e2af190ba826fd3a8	ronin:18fdd60c4666927dd212e47e2af190ba826fd3a8	#07ph_ax_001	131	3156	3089	6245	24	"September 13, 5:02 PM"	"September 27, 5:02 PM"	70	30	4372	1874	1433	468528
